composition,band_gap,minimum AtomicVolume,mean AtomicVolume,avg_dev AtomicVolume,range AtomicVolume,mean AtomicWeight,avg_dev AtomicWeight,range AtomicWeight,minimum MolarVolume,mean MolarVolume,avg_dev MolarVolume,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mean CovalentRadius,maximum Density,mean Density,avg_dev Density,range Density,avg_dev Column,maximum Electronegativity,mean Electronegativity,avg_dev Electronegativity,mean ElectronAffinity,avg_dev ElectronAffinity,range ElectronAffinity,avg_dev FirstIonizationEnergy,mean BoilingT,mean MeltingT,avg_dev MeltingT,range MeltingT,minimum ThermalConductivity,avg_dev ThermalConductivity,range ThermalConductivity,mode ThermalConductivity,minimum LogThermalConductivity,mean LogThermalConductivity,avg_dev LogThermalConductivity,range LogThermalConductivity,mode LogThermalConductivity,mean HeatVaporization,range HeatVaporization,mode HeatVaporization,mean HeatFusion,range HeatFusion,mean FusionEnthalpy,avg_dev FusionEnthalpy,mean GSbandgap,minimum GSenergy_pa,mean GSenergy_pa,avg_dev GSenergy_pa,range GSenergy_pa,avg_dev GSestBCClatcnt,mean GSestFCClatcnt,maximum NUnfilled,mean NUnfilled,avg_dev NUnfilled,avg_dev NValence,mean NdValence,avg_dev NdValence,maximum NfUnfilled,mean NpUnfilled,avg_dev NpUnfilled,avg_dev NpValence,maximum ZungerPP-r_sigma,mean ZungerPP-r_sigma
In1Sb1,0.24,26.0826581603887,28.137040802088897,2.054382641700199,4.108765283400398,118.289,3.471000000000004,6.942000000000007,15.76,16.975,1.2150000000000007,152.5,13.5,140.5,7310.0,7003.5,306.5,613.0,1.0,2.05,1.915,0.1349999999999999,66.05,37.150000000000006,74.30000000000001,1.411015,2102.5,666.765,237.015,474.03,24.0,29.0,58.0,24.0,1.380211242,1.647012547,0.2668013050000001,0.5336026100000002,1.380211242,149.0,162.0,68.0,11.5405,16.499,11.5405,8.2495,0.0,-4.11736234,-3.39208215,0.7252801899999999,1.4505603799999998,0.1671321320000001,4.8059056705,5.0,4.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,1.0,2.05,1.9075
In1Sb2S4Br1,1.8,26.0826581603887,29.70743919386128,3.447088657558218,16.4451671638498,70.81275,38.74775,89.69500000000001,15.53,16.755,1.4737500000000006,101.875,41.34375,120.0,7310.0,3958.0,2207.5,5350.0,0.875,2.96,2.395,0.3262500000000001,169.9875,68.665625,295.70000000000005,1.398306875,1158.485,507.06875,198.355625,637.98,0.12,20.224375,81.88,0.205,-0.920818754,0.12505412825,1.0747684878125,2.834632606,-0.688246139,52.5,220.2,9.8,6.879999999999999,18.069,6.879999999999999,6.454999999999999,1.283125,-4.11736234,-3.6091773565625,0.74213185390625,2.5343370025,0.11459482153125,4.786398549375001,5.0,2.5,0.875,4.5,5.0,5.0,0.0,2.5,0.875,0.875,2.05,1.3975
Ag1Li0.33Sn0.67O2,2.7,17.0756479498908,9306.66181655516,9285.535349934242,18575.12151853951,55.4233075,47.4234882375,111.769,10.27,15.050225,2.725099625,104.76,92.76,103.0925,10490.0,3891.777,4444.216205,10488.571,3.0980375,3.44,2.61165,0.82835,124.78975,16.615375,81.4,3.2400440825000003,1268.6,458.162825,404.100841125,1180.13,0.02658,152.125855,429.97342,0.02658,-1.575445023,0.3356891933975,1.9111342163975,4.2089134790000005,-1.575445023,126.1575,286.59,3.41,4.3801250000000005,11.08,4.3801250000000005,4.387845625000001,0.0,-4.756791905,-3.88748540015,0.8939496709497501,2.886904995,0.4276436212699999,3.8535156622425,4.0,2.0025,0.6691625,3.3617875,4.175,4.863875,0.0,1.67,1.11055,1.665,2.375,1.273975
Ag3Ga3Si1Se8,2.3,17.0756479498908,23.18301993481021,4.294170337085213,10.1331566759368,79.50260666666667,11.346237333333336,79.7827,10.27,13.975333333333335,2.6076444444444453,80.4,77.38666666666668,124.8,10490.0,6004.266666666666,1794.2933333333333,8160.0,1.848888888888889,2.55,2.2346666666666666,0.3363555555555554,143.80666666666667,54.60622222222222,166.1,1.37873472,1704.8666666666666,683.5013333333334,354.3712888888889,1384.09,0.52,137.55875555555556,429.48,0.52,-0.283996656,0.8127811582,1.169896335146667,2.9174651120000004,-0.283996656,140.0,333.0,26.0,10.292333333333335,44.625,10.292333333333335,5.725422222222223,0.4776666666666667,-5.424918005,-3.3682799915,0.3835644481999999,2.659524445,0.2137467440355557,4.445368648133334,5.0,2.533333333333333,1.1822222222222225,2.56,9.333333333333334,1.2444444444444438,0.0,2.333333333333333,1.288888888888889,1.6355555555555554,2.375,1.594
K0.8Hg1.2Sn2S8,2.78,24.6117420696302,30.12319325929312,6.0966228565046405,51.236122613447705,63.82722,45.646816,168.525,14.09,17.54,3.786666666666666,102.03333333333336,42.71111111111112,119.9,13534.0,3935.466666666666,3044.551111111112,12678.0,2.311111111111112,2.58,2.301333333333333,0.3715555555555556,154.44333333333333,60.74222222222222,200.0,1.3897057515555555,1089.419666666667,388.954,38.70866666666666,270.76,0.205,26.89333333333333,99.795,0.205,-0.688246139,0.0707561836999999,1.0120030969333331,2.688246139,-0.688246139,65.91333333333333,280.2,9.8,2.724166666666666,5.429,2.724166666666666,1.4752777777777777,1.468,-4.09721671875,-3.4898321979634,0.9669176583943336,3.847111156336001,0.2437446687488889,4.885692063633333,4.0,2.066666666666667,0.6444444444444445,5.066666666666666,2.6666666666666665,3.911111111111112,0.0,2.0,0.6666666666666666,1.3333333333333333,3.69,1.5336666666666667
Bi1.8Te3Sb0.2,0.15,30.1914234437891,34.35571544087419,0.8119754217591953,5.292035638417303,156.663344,37.66828032,87.2204,18.19,20.6752,0.4570559999999991,102.16,64.9152,141.64,9780.0,7532.68,1618.0704,3540.0,0.4800000000000001,2.1,2.0692,0.03696,151.07999999999998,46.944,99.0,0.7829104320000003,1492.3200000000002,665.7312,87.358464,359.38,3.0,3.168,21.0,3.0,0.477121255,0.666593598,0.2273668115999999,0.903089987,0.477121255,89.12,112.0,48.0,15.217759999999998,8.684,15.217759999999998,2.9604672,0.2784,-4.11736234,-3.4800059816019995,0.4064441699183997,0.9760598333299996,0.0376985639039998,5.141182893960001,3.0,2.4,0.4800000000000001,6.0192000000000005,10.0,0.0,0.0,2.4,0.4800000000000001,0.4800000000000001,1.997,1.7915199999999998
Cs2Sb1,0.62,30.1914234437891,88.36781835321237,38.78426327294884,87.2645923641349,129.1903012666667,4.953534177777779,11.145451899999998,18.19,53.35666666666666,23.444444444444443,208.0,28.0,209.0,6697.0,3485.0,2141.333333333333,4818.0,6.222222222222221,2.05,1.21,0.5599999999999999,64.73333333333333,25.64444444444445,57.7,2.0953266666666663,1249.3333333333333,502.32,267.64000000000004,602.19,24.0,5.333333333333333,12.0,36.0,1.380211242,1.4976054146666666,0.0782627817777778,0.1760912590000001,1.556302501,66.0,3.0,65.0,7.989999999999999,17.7,7.989999999999999,7.866666666666667,0.0,-4.11736234,-1.9422050866666665,1.4501048355555557,3.26273588,0.959510872,6.82984088,3.0,1.6666666666666667,0.888888888888889,6.222222222222221,3.333333333333333,4.444444444444444,0.0,1.0,1.3333333333333333,1.3333333333333333,4.31,3.4616666666666664
Nd10O1Se14,1.98,27.2088046258276,772.5924392030212,1425.5683781829105,18564.98836186357,102.55437599999998,33.350099199999995,128.24259999999998,16.42,18.1256,1.9715199999999988,85.92,86.464,150.24,7010.0,5502.69716,1205.842272,7008.571,6.24,3.44,2.0216,0.7052799999999999,134.84,67.87200000000001,145.0,2.1528483200000004,1889.284,796.432,398.0544,1239.2,0.02658,7.926189440000001,16.97342,0.52,-1.575445023,0.27012364012,0.768260224704,2.805893944,-0.283996656,128.69639999999998,281.59,26.0,6.6112,6.92,6.6112,0.5112959999999999,0.44744,-4.76235134,-4.0388556818,0.6362314244160002,1.2915594300000004,0.21999401968,4.83661223592,10.0,5.2,3.84,4.928000000000001,5.6,4.928000000000001,10.0,1.2,0.96,1.92,3.99,2.3342
K1Cu2Sb1S3,1.7,11.8299419318999,30.1712584820972,13.05622033219217,64.017922751178,54.8779,24.062371428571428,89.69500000000001,7.11,17.84857142857143,8.123673469387755,150.71428571428572,69.18367346938776,131.57142857142858,8920.0,4467.571428571428,3181.2244897959185,8064.0,3.959183673469388,2.58,2.0585714285714287,0.4469387755102042,141.2,50.39999999999999,151.6,1.628227216326531,1635.0228571428572,731.5614285714285,407.03877551020406,1021.24,0.205,153.09265306122447,399.795,0.205,-0.688246139,0.931370401,1.3882427485714286,3.29030613,-0.688246139,110.61428571428571,290.2,9.8,7.784,18.069,7.784,6.753714285714286,0.9437142857142856,-4.11736234,-3.552551692797143,0.7014319941334693,3.01982262667,0.5205538036734695,4.685570339714286,3.0,1.7142857142857142,0.6122448979591837,3.7142857142857135,4.285714285714286,4.89795918367347,0.0,1.2857142857142858,1.1020408163265307,1.836734693877551,3.69,1.8335714285714289
Bi1O1I1,2.12,35.4834590822064,6223.446494346747,8245.833781428437,18556.713707407194,117.29475666666669,67.53023777777777,192.981,17.36,21.46333333333333,2.8377777777777786,29.33333333333333,23.111111111111114,117.66666666666669,9780.0,4907.143,3270.476,9778.571,0.6666666666666666,3.44,2.706666666666667,0.4888888888888889,175.79999999999998,79.59999999999998,204.0,2.1109644444444444,794.8000000000001,328.68333333333334,182.58888888888887,489.6,0.02658,3.449871111111112,7.97342,0.02658,-1.575445023,-0.3400362316666667,0.8287508124444444,2.47853501,-1.575445023,61.43666666666667,156.59,3.41,6.361999999999999,10.886,6.361999999999999,4.094666666666666,0.354,-4.756791905,-3.4119629075,1.2710403266666666,3.2513894875,0.709317454222222,4.655244449666667,3.0,2.0,0.6666666666666666,7.777777777777778,6.666666666666667,4.444444444444444,0.0,2.0,0.6666666666666666,0.6666666666666666,1.997,1.3490000000000002
Ba3V2Se4O16,2.87,13.8448982209802,11912.263500951993,8550.315091887886,18578.35226826842,43.427776,35.10832128,121.3276,8.32,18.9824,4.602623999999999,55.72,69.31200000000001,99.48,6110.0,1681.95456,2151.0727168,6108.571,4.096,3.44,2.8468,0.759296,127.162,39.4208,181.05,2.7865865216,762.5039999999999,408.752,453.05856,2128.2,0.02658,7.38391552,30.97342,0.02658,-1.575445023,-0.78378264356,1.0133278456832,3.0668067170000004,-1.575445023,59.3824,449.59,3.41,3.7856,21.28,3.7856,4.563968,0.12784,-8.93926069,-4.5456370512,0.973257995072,7.015738429999999,0.6524152650303999,3.932073772,7.0,2.16,0.7744000000000001,2.8672000000000004,1.84,2.7968,0.0,1.6,0.6399999999999999,1.2799999999999998,3.402,1.10584
Ge1As2,1.0,21.723965737178,22.036302618904863,0.4164491756358235,0.9370106451806032,74.16106666666667,1.0140444444444416,2.2815999999999974,12.95,13.176666666666668,0.3022222222222233,185.66666666666663,26.22222222222221,119.33333333333331,5727.0,5592.333333333333,179.55555555555566,404.0,0.4444444444444446,2.18,2.123333333333333,0.0755555555555556,91.66666666666669,18.222222222222225,41.0,0.8396311111111118,1622.3333333333333,1130.4666666666667,53.9555555555556,121.40000000000008,50.0,4.4444444444444455,10.0,50.0,1.698970004,1.7253637526666663,0.0351916648888888,0.0791812460000001,1.698970004,132.93333333333334,301.6,32.4,28.606666666666666,12.499999999999996,28.606666666666666,5.555555555555554,0.1276666666666666,-4.650889115,-4.639272591666667,0.0154886977777778,0.0348495700000004,0.019388043111111,4.478043433666667,4.0,3.333333333333333,0.4444444444444445,0.4444444444444446,10.0,0.0,0.0,3.333333333333333,0.4444444444444445,0.4444444444444445,1.56,1.4633333333333336
Fe1As1S1,0.06,11.7773649695423,20.22262550046383,5.630173687281022,15.389180825128902,54.27719999999999,14.808133333333336,42.8566,7.09,11.856666666666667,3.177777777777777,155.0,56.66666666666666,118.66666666666669,7874.0,5187.0,2151.333333333333,5914.0,3.333333333333333,2.58,2.1966666666666668,0.2555555555555555,97.9,68.06666666666666,184.3,0.9652911111111108,1579.5733333333335,1096.4533333333334,476.3644444444444,1422.64,0.205,28.79777777777777,79.795,0.205,-0.688246139,0.971271284,1.1063449486666668,2.591336126,-0.688246139,129.73333333333332,337.2,9.8,13.323666666666668,22.719,13.323666666666668,7.735111111111112,0.734,-8.28548436,-5.677863397916667,1.7384139747222225,4.18826764125,0.3786938206666666,4.216910535666667,4.0,3.0,0.6666666666666666,3.555555555555556,5.333333333333333,3.555555555555556,0.0,1.6666666666666667,1.111111111111111,1.5555555555555554,2.11,1.5416666666666667
In1P1,1.41,26.0826581603887,27.14838998851495,1.0657318281262498,2.1314636562525,72.895881,41.922119,83.84423799999999,15.76,16.39,0.6299999999999999,70.5,68.5,124.5,7310.0,4566.5,2743.5,5487.0,1.0,2.19,1.985,0.2049999999999999,50.45,21.55,43.1,2.350165,1449.25,373.525,56.225,112.45,0.236,40.882000000000005,81.764,0.236,-0.627087997,0.6433629275000001,1.2704509245,2.540901849,-0.627087997,121.2,217.6,12.4,10.9155,15.249,10.9155,7.624499999999999,0.8125,-5.4005090425,-4.03365550125,1.3668535412500002,2.7337070825000005,0.0433635454999998,4.540697736,5.0,4.0,1.0,4.0,5.0,5.0,0.0,4.0,1.0,1.0,2.05,1.645
Cu3V1S4,1.0,11.8299419318999,19.750113399420588,7.416432395250613,15.336603862771302,46.2299375,14.1649375,31.481,7.11,11.47125,4.05875,148.0,78.0,121.125,8920.0,5088.75,3128.75,6960.0,3.25,2.58,2.20625,0.3737500000000001,150.72500000000002,49.275,149.4,1.4393387500000006,2018.86,976.21875,587.85875,1794.64,0.205,184.516875,399.795,0.205,-0.688246139,0.8180696388750002,1.506315777875,3.29030613,-0.688246139,174.025,443.2,9.8,8.648,19.779,8.648,6.927,1.101,-8.93926069,-4.546261503125001,1.09824979671875,5.258605869999999,0.4377464088749999,4.13825874925,7.0,2.25,1.1875,2.4375,4.125,4.40625,0.0,1.0,1.0,2.0,2.43,1.61875
Ta1Ga1S2,2.4,18.0467295591839,22.997583657902176,4.168962136769026,9.119816235487304,78.70022,51.12383,148.88288,10.85,13.427499999999998,2.1025,108.25,60.375,125.5,16650.0,6618.5,5015.75,14690.0,3.75,2.58,2.1175,0.4625,114.975,85.025,171.1,1.7927872500000004,2410.86,1092.4075,1098.79625,2987.09,0.205,21.3975,56.795,0.205,-0.688246139,0.460445144,1.148691283,2.444120995,-0.688246139,252.65,725.2,9.8,11.39925,34.849000000000004,11.39925,12.585375,1.101,-11.85139954,-5.76452207,3.043438735,8.8391442375,0.19544278075,4.443542191000001,7.0,4.0,2.0,5.0,3.25,3.375,0.0,2.25,1.375,1.75,2.79,1.67125
Pb0.97Se0.97Ge0.03S0.03,0.28,22.6609763823586,28.659273237360395,1.6316852821175385,7.680446630380697,140.358175,64.83657025,175.135,13.63,17.2572,0.972716,120.34,104.66,132.385,11340.0,7946.36,3291.8308,9380.0,1.0,2.58,2.4356499999999994,0.1152499999999998,116.3835,78.84499500000001,164.9,1.1697523,1502.4607999999998,554.88225,64.05145,823.0400000000001,0.205,17.619725000000003,59.795,0.52,-0.688246139,0.627483199845,0.923607340335,2.466397389,-0.283996656,104.097,324.2,26.0,6.139955,35.218999999999994,6.139955,1.457545,0.42629,-4.616039545,-3.57411228115625,0.1002207600215624,1.1452476349999996,0.0532556457137998,4.75741545564,4.0,3.0,1.0,6.169200000000001,9.85,0.2955000000000003,0.0,3.0,1.0,1.0,2.09,1.676775
Cs1Y1Zn1Se3,2.29,15.2056837348025,41.21688771712149,25.413042696934173,102.2503320731215,87.34521698333333,15.70695597777778,67.52545190000001,9.16,24.87333333333333,15.355555555555556,109.83333333333331,95.83333333333331,152.66666666666666,7140.0,4658.0,988.3333333333334,5261.0,5.777777777777778,2.55,1.885,0.6649999999999999,110.01666666666668,84.98333333333333,195.0,2.047662111111111,1436.0,712.5450000000001,362.1516666666667,1497.41,0.52,32.60444444444445,119.48,0.52,-0.283996656,0.66899045,0.952987106,2.3631779020000003,-0.283996656,107.0,354.0,26.0,6.769666666666667,9.3,6.769666666666667,1.6395555555555552,0.3995,-6.464599775,-3.1619336466666668,1.4097469727777776,5.609973315,0.6926402858888888,5.118505610166667,9.0,2.6666666666666665,2.111111111111111,5.777777777777778,6.833333333333333,4.222222222222222,0.0,1.0,1.0,2.0,4.31,2.1641666666666666
Yb1Se1,1.5,27.2088046258276,35.47423828219335,8.26543365636575,16.5308673127315,126.007,47.047,94.094,16.42,20.630000000000003,4.209999999999999,119.5,105.5,153.5,6570.0,5694.5,875.5,1751.0,6.5,2.55,1.905,0.6449999999999999,122.5,72.5,145.0,1.7491150000000002,1213.5,793.0,299.0,598.0,0.52,19.24,38.48,0.52,-0.283996656,0.6535339755,0.9375306315,1.875061263,-0.283996656,93.0,134.0,26.0,7.175000000000001,0.9699999999999998,7.175000000000001,0.4849999999999999,0.3995,-3.47079191,-2.472447995,0.998343915,1.99668783,0.1788862019999997,4.9232236605,2.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,2.0,3.59,2.4375
Ga2Se3,1.86,19.6105134830824,24.16948816872952,3.647179748517696,7.5982911427452,75.26520000000001,4.433759999999995,9.236999999999997,11.8,14.572000000000005,2.2176,34.0,24.0,120.8,5904.0,5253.0,520.8,1085.0,1.44,2.55,2.254,0.3551999999999998,128.56,79.728,166.1,1.80148272,1565.6,417.564,91.7232,191.09,0.52,13.6704,28.48,0.52,-0.283996656,0.4145612055999999,0.8382694339200001,1.746394654,-0.283996656,118.0,230.0,26.0,6.248,1.1050000000000004,6.248,0.5304000000000002,0.4794,-3.47079191,-3.287377267,0.2200975716,0.4585366075000001,0.1800622267200001,4.5087876778,5.0,3.2,1.44,1.44,10.0,0.0,0.0,3.2,1.44,1.44,1.695,1.4489999999999998
Ag2Cd1P2S6,2.49,17.0756479498908,25.014439977898743,3.5112724687490244,11.1384738667504,52.953174909090905,30.77961368595041,81.43723800000001,10.27,14.614545454545452,1.8733884297520664,97.0909090909091,64.13223140495869,116.1818181818182,10490.0,4094.181818181818,3154.082644628099,8667.0,1.7520661157024795,2.58,2.31,0.2945454545454546,145.01818181818183,59.9801652892562,200.0,0.9294228099173562,1029.3927272727271,548.0763636363637,258.1547107438017,917.63,0.205,126.46105785123969,429.795,0.205,-0.688246139,0.1700050743636363,1.226126076892562,3.321714595,-0.688246139,63.05454545454545,245.2,9.8,6.928727272727273,16.819,6.928727272727273,5.811834710743802,1.4965454545454546,-5.4005090425,-3.7933890675,0.9158556104545458,4.588334817500001,0.1692256780165288,4.4943412530909095,3.0,1.818181818181818,0.6280991735537191,2.214876033057851,2.727272727272727,3.966942148760331,0.0,1.6363636363636365,0.8925619834710744,1.487603305785124,2.375,1.4586363636363635
Ga0.01As0.01Zn0.99Se0.99,2.59,15.2056837348025,21.201844134613204,5.952112102327902,12.0031208910251,72.17152299999998,6.748092999999999,13.579999999999998,9.16,12.78585,3.5994500000000005,104.11,89.61,120.995,7140.0,5977.860000000001,1150.5186,2321.0,1.99,2.55,2.09895,0.4473499999999999,97.0595,96.961095,195.0,0.1962510399999998,1075.13,594.37115,102.28204999999996,787.0899999999999,0.52,59.348124,119.48,0.52,-0.283996656,0.90442321206,1.1765356693794,2.3631779020000003,-0.283996656,73.217,230.0,26.0,6.960335,18.855,6.960335,0.2813849999999996,0.395505,-4.650889115,-2.3701576754625,1.118856182857875,3.4108892,0.3449481427250001,4.260852559710001,5.0,1.03,1.0196999999999998,1.99,10.0,0.0,0.0,1.03,1.0196999999999998,1.99,1.88,1.5822249999999998
K2Cd3S4,2.75,21.580025455795,36.12244321246951,17.655742875825947,54.267839227282906,60.40995555555555,34.66736296296296,80.346,13.0,21.444444444444443,10.886913580246912,146.66666666666666,68.14814814814815,139.77777777777777,8650.0,3944.6666666666665,3136.8888888888887,7794.0,4.592592592592592,2.58,1.8922222222222225,0.611358024691358,99.64444444444445,89.20493827160493,200.0,1.878363303703704,894.9866666666667,445.46222222222224,99.17185185185188,257.69000000000005,0.205,48.39259259259259,99.795,0.205,-0.688246139,0.8008145162222223,1.323609471308642,2.688246139,-0.688246139,54.77777777777778,90.2,9.8,3.3537777777777773,4.489,3.3537777777777773,1.904148148148148,0.9786666666666668,-4.09721671875,-2.3356076640733336,1.5658747152681485,3.28504249375,0.5834816387654322,4.983450378444445,2.0,1.1111111111111112,0.7901234567901234,3.4074074074074074,3.333333333333333,4.444444444444445,0.0,0.8888888888888888,0.9876543209876544,1.9753086419753088,3.69,2.047222222222222
Pr1Sb1,0.66,30.1914234437891,32.7152995884721,2.523876144683001,5.047752289366002,131.333825,9.573824999999992,19.147649999999985,18.19,19.495,1.3049999999999995,180.0,14.0,171.0,6697.0,6668.5,28.5,57.0,6.0,2.05,1.59,0.4599999999999999,76.6,26.6,53.2,1.567695,2711.5,1053.89,150.11,300.22,13.0,5.5,11.0,13.0,1.113943352,1.247077297,0.1331339449999999,0.2662678899999999,1.113943352,199.0,262.0,68.0,13.34,12.9,13.34,6.449999999999999,0.0,-4.77382996,-4.44559615,0.3282338099999999,0.6564676199999999,0.0830143844999999,5.1210705325,11.0,7.0,4.0,5.0,5.0,5.0,11.0,1.5,1.5,1.5,4.48,3.1225
Pb1Sb1O2Br1,2.67,30.1914234437891,7457.4910009519135,8907.76493242999,18562.00574304561,88.17256,61.04595199999999,191.2006,17.36,18.19,0.6640000000000008,95.8,79.76,107.4,11340.0,4231.9716,3829.22272,11338.571,0.8800000000000001,3.44,2.844,0.5232,148.98000000000002,70.24800000000002,289.5,2.4019792000000004,878.8399999999999,375.958,300.9896,848.98,0.02658,14.1322944,34.97342,0.02658,-1.575445023,-0.2294859028,1.35330043664,3.119513067,-1.575445023,53.524,174.59,3.41,6.0578,19.57,6.0578,5.49288,0.2914,-4.756791905,-3.7686002195,0.9300581966,3.1737665675,0.60990127216,4.275252776,4.0,2.4,0.8800000000000001,6.720000000000001,6.0,4.8,0.0,2.4,0.8800000000000001,0.8800000000000001,2.09,1.1969999999999998
Ba2In1Nd1Se5,2.2,26.0826581603887,36.2482555023746,12.764900521031375,38.88662351430649,103.1682222222222,26.898024691358028,65.282,15.76,21.641111111111112,7.341728395061726,95.66666666666669,90.74074074074072,152.55555555555554,7310.0,5048.333333333333,938.5185185185182,3800.0,5.851851851851852,2.55,1.9388888888888889,0.6790123456790123,120.2,83.11111111111111,181.05,2.1327002469135805,1643.7777777777778,688.1944444444445,273.2037037037037,864.25,0.52,16.409876543209876,81.48,0.52,-0.283996656,0.4705360558888888,0.8383696798765432,2.197810508,-0.283996656,102.77777777777776,259.0,26.0,6.457888888888889,3.849,6.457888888888889,0.7037530864197531,0.4438888888888889,-4.76235134,-3.1811285966666665,0.6732309577777779,2.8388290800000004,0.4483342875555554,5.104405725666667,10.0,2.7777777777777777,2.098765432098765,5.407407407407407,6.666666666666667,4.444444444444445,10.0,1.6666666666666667,1.111111111111111,1.851851851851852,3.99,2.141
Rb2Hg1P2Se6,2.32,24.6117420696302,39.05224701343906,19.48680175692241,68.0292097753455,82.47573854545455,22.563342611570253,169.616238,14.09,23.47,11.741818181818182,64.72727272727273,78.14876033057851,136.9090909090909,13534.0,4468.909090909091,2030.115702479339,12002.0,4.3966942148760335,2.55,2.12,0.4945454545454544,127.98181818181818,73.1107438016529,195.0,1.729952661157025,855.1572727272727,405.2581818181818,96.80925619834711,259.68,0.236,16.86307438016529,57.764,0.52,-0.627087997,0.135252559090909,0.734577527768595,2.390515991,-0.283996656,34.90909090909091,59.6,26.0,7.626818181818181,16.349999999999998,7.626818181818181,3.968429752066114,0.7312727272727273,-5.4005090425,-3.0729586506740003,1.2803818799287272,5.150403480086,0.5871947980165287,5.098269374818182,3.0,1.818181818181818,0.6280991735537191,6.677685950413223,6.363636363636363,4.628099173553719,0.0,1.6363636363636365,0.8925619834710744,1.487603305785124,4.1,1.8909090909090909
Ba2Ga1Dy1Se5,2.35,19.6105134830824,35.238899978571844,13.21350297605482,45.3587681916128,100.18633333333332,30.354444444444443,92.777,11.8,21.02555555555556,7.615308641975307,87.33333333333333,86.66666666666667,149.33333333333334,8551.0,5063.333333333333,961.8518518518516,5041.0,5.851851851851852,2.55,1.951111111111111,0.6654320987654319,120.2,83.11111111111111,181.05,2.0553124691358025,1599.2222222222222,717.5455555555556,340.52518518518514,1382.09,0.52,9.125925925925925,28.48,0.52,-0.283996656,0.3993724903333333,0.7592990514814814,1.746394654,-0.283996656,105.11111111111111,254.0,26.0,7.180555555555555,5.765,7.180555555555555,0.9265432098765428,0.4438888888888889,-4.60155445333,-3.2016459806477777,0.6101418043207408,2.6780321933300004,0.4561615553580244,5.042879121777777,5.0,2.111111111111111,1.0617283950617284,4.518518518518519,6.666666666666667,4.444444444444445,4.0,1.6666666666666667,1.111111111111111,1.851851851851852,3.67,2.0660000000000003
Ga0.5P0.5Zn0.5Se0.5,2.13,15.2056837348025,22.559780915088425,5.151682306145975,13.0084380818387,61.2591905,15.142714249999996,47.98623799999999,9.16,13.6,3.12,68.5,62.75,117.75,7140.0,4921.5,1600.5,5317.0,1.5,2.55,2.05,0.3199999999999999,73.975,60.5125,195.0,1.4544220000000003,1292.125,451.7225,141.61749999999998,389.7699999999999,0.236,41.2805,119.764,0.236,-0.627087997,0.6576236477499999,1.11316597425,2.706269243,-0.627087997,103.35,243.6,12.4,9.47075,12.954999999999998,9.47075,4.534624999999999,0.606,-5.4005090425,-3.2808890425,1.15476143375,4.1605091275,0.2255065127500001,4.3078317285,5.0,2.5,1.5,3.25,7.5,3.75,0.0,2.5,1.5,1.5,1.88,1.525
K1Ba1As1Se3,2.26,21.723965737178,40.69458766207232,19.809323677876154,54.1238989458999,81.37115,18.651950000000003,98.2287,12.95,24.385,11.776666666666666,111.0,97.0,149.5,5727.0,4091.6666666666665,1272.4444444444443,4871.0,6.333333333333333,2.55,1.923333333333333,0.7122222222222222,120.89166666666668,74.10833333333333,181.05,2.2156794888888887,1156.0,651.4216666666666,262.3855555555555,753.47,0.52,31.16,99.48,0.52,-0.283996656,0.6837087568333334,0.9677054128333332,2.283996656,-0.283996656,54.55,114.0,26.0,8.994166666666667,22.105,8.994166666666667,5.148611111111111,0.3995,-4.650889115,-3.014054469721667,1.002348988704444,3.55334940167,0.6520532169999997,5.2544632773333335,3.0,1.6666666666666667,0.7777777777777778,6.333333333333333,6.666666666666667,4.444444444444445,0.0,1.5,1.0,1.6666666666666667,3.69,2.060333333333334
Cs1Sb1Se2,1.7,27.2088046258276,50.51626212584208,33.469876841040964,90.2472111820964,103.146362975,24.186362975000005,53.94545190000001,16.42,30.4925,20.22375,105.75,91.75,155.75,6697.0,4553.5,1337.25,4818.0,5.5,2.55,1.985,0.5974999999999999,134.675,60.325,149.5,2.053931875,1180.0,548.3425,177.71875,602.19,0.52,14.740000000000002,35.48,0.52,-0.283996656,0.59213010775,0.87612676375,1.840299157,-0.283996656,46.25,42.0,26.0,8.815,17.7,8.815,5.487499999999999,0.3995,-4.11736234,-2.978393155,1.0618833474999998,3.26273588,0.8728130442499996,5.53717078475,3.0,2.0,0.5,5.5,7.5,3.75,0.0,1.75,0.875,1.375,4.31,2.16125
In1S1,1.86,26.0826581603887,26.62460197752995,0.5419438171412505,1.083887634282501,73.44149999999999,41.3765,82.753,15.53,15.645,0.1150000000000002,104.5,34.5,123.5,7310.0,4635.0,2675.0,5350.0,1.5,2.58,2.18,0.4,114.45,85.55000000000001,171.1,2.2868250000000003,1531.36,409.055,20.695,41.38999999999999,0.205,40.8975,81.795,0.205,-0.688246139,0.6127838565000001,1.3010299955,2.602059991,-0.688246139,119.9,220.2,9.8,2.506,1.5699999999999998,2.506,0.7849999999999999,1.101,-4.09721671875,-3.382009339375,0.7152073793750002,1.4304147587500005,0.0374834139999999,4.6425585215,5.0,3.5,1.5,3.5,5.0,5.0,0.0,3.5,1.5,1.5,2.05,1.575
